YEAR AS CUSTOMER,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_state,incident_city,incident_location,incident_hour_of_the_day,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
19.42,43,898519,5/21/2000,OH,250/500,1000,954.18,0,FEMALE,College,tech-support,dancing,2/17/2015,Multi-vehicle Collision,Side Collision,SC,Northbrook,8995 1st Ave,17,42500,8500,4250,29750,Nissan,Pathfinder,2000
10.83,30,957816,8/26/2012,IL,500/1000,2000,1193.4,0,MALE,PhD,exec-managerial,bungie-jumping,2/2/2015,Multi-vehicle Collision,Side Collision,SC,Columbus,5586 2nd St,16,48950,8900,4450,35600,Suburu,Legacy,2005
19.17,42,175960,11/16/2004,IN,100/300,1000,1023.11,0,FEMALE,MD,adm-clerical,golf,2/6/2015,Multi-vehicle Collision,Rear Collision,NY,Northbend,1589 Best Ave,13,58850,10700,10700,37450,Accura,MDX,1999
17.67,40,489618,1/23/2003,IL,500/1000,1000,1524.45,0,FEMALE,Masters,other-service,golf,2/11/2015,Multi-vehicle Collision,Side Collision,NY,Northbrook,1880 Weaver Drive,17,82400,8240,8240,65920,Nissan,Pathfinder,2006
24.92,44,717044,11/7/2008,OH,500/1000,1000,1653.32,0,FEMALE,College,other-service,bungie-jumping,1/25/2015,Single Vehicle Collision,Rear Collision,WV,Springfield,7295 Tree Hwy,3,54240,6780,6780,40680,Suburu,Impreza,2009
7.58,26,101421,10/19/1999,IL,250/500,1000,1022.46,0,FEMALE,Associate,armed-forces,video-games,2/23/2015,Multi-vehicle Collision,Front Collision,SC,Arlington,8832 Pine Drive,15,74200,7420,7420,59360,Jeep,Wrangler,1996
33.17,53,793948,12/20/1990,IL,100/300,2000,1396.43,0,FEMALE,Associate,priv-house-serv,base-jumping,1/29/2015,Single Vehicle Collision,Front Collision,WV,Hillsdale,1620 Oak Ave,16,47430,5270,5270,36890,Toyota,Camry,2000
18.17,43,737483,2/14/1996,IL,250/500,500,1521.55,0,FEMALE,Associate,priv-house-serv,polo,1/2/2015,Single Vehicle Collision,Rear Collision,SC,Hillsdale,3847 Elm Hwy,18,68200,13640,6820,47740,Dodge,RAM,2003
12.67,33,695117,6/10/2001,IN,100/300,1000,1034.27,0,FEMALE,JD,armed-forces,exercise,2/6/2015,Single Vehicle Collision,Front Collision,NY,Hillsdale,3177 MLK Ridge,18,63900,7100,7100,49700,Accura,TL,2014
17.67,39,167466,3/17/2010,OH,100/300,1000,1255.35,0,FEMALE,JD,protective-serv,skydiving,2/14/2015,Multi-vehicle Collision,Rear Collision,NY,Riverwood,3929 Oak Drive,22,59300,11860,5930,41510,Dodge,RAM,2008
20.17,44,664732,7/30/2003,IL,500/1000,2000,1396.89,6000000,FEMALE,College,priv-house-serv,chess,2/4/2015,Multi-vehicle Collision,Front Collision,SC,Springfield,1469 Lincoln Drive,15,66900,6690,13380,46830,Suburu,Forrestor,1999
6.67,27,143038,9/17/2014,OH,500/1000,500,795.31,0,MALE,JD,farming-fishing,skydiving,2/12/2015,Multi-vehicle Collision,Rear Collision,OH,Arlington,9719 4th Lane,16,40810,3710,7420,29680,Ford,F150,2000
21.67,43,979963,6/3/2009,IN,100/300,500,982.22,0,FEMALE,JD,exec-managerial,skydiving,2/12/2015,Single Vehicle Collision,Front Collision,NY,Riverwood,3196 Cherokee St,18,75400,15080,7540,52780,Honda,CRV,2011
11.08,34,467841,10/11/1994,IN,500/1000,500,1074.07,0,FEMALE,JD,prof-specialty,bungie-jumping,1/28/2015,Parked Car,?,WV,Northbend,8492 Andromedia Ridge,8,4200,420,840,2940,Jeep,Wrangler,2013
24.17,45,219028,7/18/1991,OH,100/300,1000,1311.3,0,FEMALE,Associate,machine-op-inspct,chess,1/10/2015,Multi-vehicle Collision,Side Collision,NY,Hillsdale,1353 Washington St,23,52650,5850,5850,40950,Ford,F150,2001
26.83,49,130156,9/24/2001,IL,250/500,2000,1277.12,0,FEMALE,PhD,armed-forces,kayaking,1/19/2015,Single Vehicle Collision,Rear Collision,WV,Hillsdale,6731 Andromedia Hwy,18,42240,7680,7680,26880,Chevrolet,Malibu,2007
19.00,39,762951,9/19/2012,IN,500/1000,500,1388.62,0,FEMALE,JD,sales,reading,1/19/2015,Single Vehicle Collision,Side Collision,NC,Riverwood,5769 Texas Lane,10,59490,6610,6610,46270,Mercedes,ML350,1995
16.25,37,376879,7/11/1991,IL,100/300,1000,1406.52,8000000,MALE,MD,tech-support,base-jumping,1/28/2015,Single Vehicle Collision,Side Collision,SC,Arlington,2849 Pine Drive,12,44200,4420,4420,35360,Jeep,Wrangler,2002
20.58,39,599031,10/29/1991,IN,100/300,500,1558.29,0,FEMALE,Masters,protective-serv,reading,2/16/2015,Vehicle Theft,?,WV,Springfield,2577 Texas Ridge,5,7700,770,1540,5390,Saab,93,2000
33.75,57,676255,12/28/1999,IN,500/1000,1000,1132.47,4000000,MALE,MD,priv-house-serv,exercise,1/8/2015,Multi-vehicle Collision,Front Collision,NY,Northbend,3841 Washington Lane,21,61440,10240,10240,40960,Saab,93,2008
12.00,37,985446,10/11/2012,OH,250/500,2000,1896.91,0,FEMALE,PhD,handlers-cleaners,sleeping,1/24/2015,Multi-vehicle Collision,Rear Collision,SC,Columbus,8125 Texas Ridge,17,54400,5440,10880,38080,Chevrolet,Silverado,2015
28.17,47,884180,8/19/1995,IL,500/1000,500,1143.46,4000000,MALE,MD,priv-house-serv,polo,2/18/2015,Single Vehicle Collision,Front Collision,NC,Arlington,4826 5th St,4,58560,9760,9760,39040,Mercedes,E400,2002
10.08,34,571462,2/11/1991,IN,500/1000,500,1285.42,0,MALE,MD,priv-house-serv,video-games,1/21/2015,Single Vehicle Collision,Front Collision,VA,Northbrook,1578 5th Lane,11,67300,6730,6730,53840,Dodge,RAM,2000
33.17,55,815883,7/2/1991,OH,250/500,2000,1305.26,0,MALE,MD,farming-fishing,skydiving,1/8/2015,Single Vehicle Collision,Rear Collision,VA,Hillsdale,6440 Rock Lane,18,36740,3340,6680,26720,BMW,X5,1998
0.75,30,258265,4/10/1994,IL,100/300,1000,1073.83,0,FEMALE,High School,machine-op-inspct,dancing,2/2/2015,Single Vehicle Collision,Rear Collision,NY,Northbrook,5806 Embaracadero St,12,85690,15580,15580,54530,BMW,3 Series,2011
9.58,31,569714,12/4/2005,OH,500/1000,1000,1051.67,0,FEMALE,Associate,exec-managerial,bungie-jumping,3/1/2015,Multi-vehicle Collision,Side Collision,WV,Riverwood,1472 4th Drive,18,34160,0,4270,29890,Audi,A5,2005
23.33,48,180008,7/16/2014,IL,250/500,1000,1387.35,0,MALE,JD,transport-moving,paintball,2/4/2015,Single Vehicle Collision,Front Collision,WV,Hillsdale,5839 Weaver Lane,16,61320,10220,10220,40880,BMW,M5,1998
21.17,45,633375,9/17/2003,IL,250/500,500,1083.64,0,MALE,JD,other-service,paintball,2/27/2015,Multi-vehicle Collision,Rear Collision,NC,Columbus,7630 Rock Drive,19,79680,13280,13280,53120,BMW,3 Series,2004
11.75,30,556538,7/15/2000,IL,250/500,1000,1851.78,0,FEMALE,High School,craft-repair,exercise,2/9/2015,Single Vehicle Collision,Front Collision,SC,Riverwood,7144 Andromedia St,13,61740,6860,6860,48020,Audi,A3,2002
36.75,55,669501,7/29/2009,IN,250/500,500,1270.29,4000000,MALE,College,armed-forces,exercise,2/19/2015,Parked Car,?,VA,Arlington,9988 Rock Ridge,4,6400,640,640,5120,Honda,Civic,2002
31.75,55,963761,4/13/1991,OH,500/1000,500,1459.99,0,FEMALE,MD,other-service,chess,1/12/2015,Single Vehicle Collision,Rear Collision,SC,Northbrook,7544 Washington Ave,8,60600,12120,6060,42420,Accura,TL,2011
15.92,38,753005,11/20/2005,IL,100/300,2000,1253.44,0,FEMALE,Masters,craft-repair,sleeping,2/7/2015,Multi-vehicle Collision,Side Collision,VA,Hillsdale,7201 Washington Ave,19,56320,10240,5120,40960,Volkswagen,Jetta,2007
12.08,34,454758,5/20/1990,IN,100/300,1000,1142.48,0,FEMALE,JD,priv-house-serv,sleeping,1/13/2015,Single Vehicle Collision,Side Collision,NC,Northbend,8805 Cherokee Drive,18,52250,9500,4750,38000,Suburu,Legacy,2012
39.92,60,698589,11/28/2002,IL,500/1000,1000,1188.45,0,FEMALE,MD,exec-managerial,camping,1/18/2015,Multi-vehicle Collision,Rear Collision,SC,Arlington,3275 Pine St,9,53900,5390,10780,37730,Saab,95,2006
17.92,35,330119,6/15/2004,IL,500/1000,1000,1125.4,0,MALE,Masters,adm-clerical,yachting,1/15/2015,Vehicle Theft,?,WV,Columbus,7785 Lincoln Lane,6,2640,220,440,1980,Jeep,Wrangler,2001
3.42,33,164464,9/26/2010,OH,250/500,500,1294.41,0,MALE,High School,transport-moving,sleeping,2/23/2015,Vehicle Theft,?,NC,Arlington,4994 Lincoln Drive,8,8970,1380,1380,6210,Dodge,Neon,2011
3.75,31,927354,9/15/1990,IN,100/300,500,1459.5,0,MALE,MD,priv-house-serv,movies,2/17/2015,Parked Car,?,NY,Springfield,1298 Maple Hwy,6,6000,1000,1000,4000,Suburu,Impreza,2000
13.00,38,231508,9/16/2009,IL,100/300,500,1367.99,0,MALE,High School,armed-forces,board-games,2/17/2015,Multi-vehicle Collision,Front Collision,WV,Northbend,2644 MLK Drive,23,55200,11040,5520,38640,Saab,92x,1998
20.50,45,272910,8/12/1999,IN,250/500,500,1594.37,0,MALE,Associate,exec-managerial,board-games,1/18/2015,Parked Car,?,SC,Riverwood,5630 1st Drive,13,7260,660,1320,5280,Saab,92x,2008
14.83,39,305758,3/8/2009,IL,100/300,500,1035.99,0,FEMALE,JD,exec-managerial,sleeping,1/17/2015,Multi-vehicle Collision,Front Collision,NY,Springfield,6137 MLK St,3,64680,11760,11760,41160,Jeep,Wrangler,2010
19.75,43,950542,4/27/2009,OH,250/500,500,911.53,0,FEMALE,PhD,sales,basketball,2/25/2015,Single Vehicle Collision,Rear Collision,WV,Northbrook,5383 Maple Drive,23,59200,0,11840,47360,Chevrolet,Malibu,1998
10.58,34,291544,8/2/2006,OH,500/1000,500,1319.97,0,FEMALE,Associate,craft-repair,paintball,1/6/2015,Vehicle Theft,?,NC,Arlington,4460 4th Lane,8,4700,470,940,3290,Saab,92x,1998
0.08,33,388616,12/6/1995,OH,250/500,2000,1391.63,0,MALE,Associate,sales,video-games,2/26/2015,Single Vehicle Collision,Side Collision,NY,Columbus,8524 Pine Lane,23,69400,6940,6940,55520,Mercedes,C300,2000
0.42,21,577992,11/13/2002,IN,250/500,500,915.41,5000000,FEMALE,High School,exec-managerial,sleeping,2/11/2015,Single Vehicle Collision,Side Collision,NY,Northbrook,8456 1st Ave,23,40500,4050,4050,32400,Nissan,Pathfinder,1998
5.33,28,342830,11/9/1991,IL,500/1000,1000,1468.82,0,MALE,JD,handlers-cleaners,skydiving,2/13/2015,Multi-vehicle Collision,Side Collision,SC,Riverwood,3639 Flute Hwy,9,60000,5000,10000,45000,Honda,Accord,1997
11.83,30,491170,1/14/1998,IN,500/1000,500,1412.76,0,MALE,PhD,armed-forces,basketball,1/10/2015,Single Vehicle Collision,Side Collision,WV,Riverwood,7900 Sky Hwy,22,67320,11220,11220,44880,Volkswagen,Jetta,1996
8.08,27,175553,4/25/2002,OH,500/1000,500,1588.26,0,FEMALE,High School,tech-support,movies,1/24/2015,Multi-vehicle Collision,Side Collision,VA,Riverwood,7835 Cherokee Hwy,22,75690,8410,8410,58870,Saab,95,2014
10.08,31,439341,7/20/1991,IN,100/300,1000,1140.91,0,MALE,Associate,adm-clerical,paintball,2/15/2015,Multi-vehicle Collision,Side Collision,VA,Northbend,1030 Pine Lane,15,64300,6430,6430,51440,Chevrolet,Silverado,2002
18.75,43,221186,8/13/2004,OH,100/300,1000,1517.54,0,MALE,JD,priv-house-serv,camping,1/9/2015,Multi-vehicle Collision,Rear Collision,SC,Columbus,9278 Francis Ridge,16,64400,6440,6440,51520,BMW,X5,2011
35.42,53,868031,6/24/1990,OH,250/500,2000,912.29,0,FEMALE,High School,priv-house-serv,paintball,1/31/2015,Multi-vehicle Collision,Front Collision,WV,Northbend,6604 Apache Drive,17,97080,16180,16180,64720,Saab,92x,2005
23.75,44,844117,8/21/1991,OH,250/500,2000,1144.3,0,MALE,MD,priv-house-serv,base-jumping,2/4/2015,Vehicle Theft,?,WV,Northbrook,2311 4th St,3,5500,500,500,4500,Honda,Civic,2010
16.00,38,744557,2/25/2011,IN,500/1000,1000,1281.43,0,FEMALE,Masters,transport-moving,skydiving,1/30/2015,Multi-vehicle Collision,Rear Collision,SC,Northbend,9523 Solo Hwy,10,30700,3070,6140,21490,Jeep,Wrangler,2010
23.75,48,159536,2/4/2013,IL,100/300,2000,1101.85,0,FEMALE,College,sales,dancing,2/27/2015,Single Vehicle Collision,Side Collision,PA,Springfield,3171 Andromedia Lane,9,33480,3720,3720,26040,Nissan,Pathfinder,2012
8.17,26,727109,2/20/2001,IN,500/1000,2000,1082.1,0,MALE,JD,exec-managerial,kayaking,2/5/2015,Multi-vehicle Collision,Front Collision,WV,Northbend,2492 Lincoln Lane,13,65430,14540,7270,43620,Jeep,Wrangler,2001
14.58,36,155604,3/3/1992,OH,500/1000,500,1185.44,0,MALE,Masters,exec-managerial,kayaking,1/30/2015,Multi-vehicle Collision,Rear Collision,NC,Northbend,4477 5th Ave,15,42680,3880,7760,31040,Accura,RSX,2006
21.58,45,608443,12/21/2006,IL,500/1000,2000,1175.07,0,MALE,MD,craft-repair,movies,1/3/2015,Single Vehicle Collision,Side Collision,WV,Springfield,6724 Andromedia St,23,87780,7980,7980,71820,Honda,CRV,2011
11.67,36,117862,7/14/2000,OH,500/1000,2000,979.26,0,FEMALE,JD,transport-moving,cross-fit,3/1/2015,Multi-vehicle Collision,Front Collision,NY,Riverwood,7495 Washington Ave,2,72800,14560,14560,43680,Honda,Accord,1998
19.25,37,991553,12/12/1991,OH,250/500,500,920.81,0,FEMALE,High School,sales,chess,2/13/2015,Single Vehicle Collision,Rear Collision,SC,Hillsdale,4291 Sky Hwy,14,71190,0,7910,63280,Mercedes,C300,1997
15.50,38,727443,7/1/2013,OH,100/300,500,922.85,0,MALE,High School,adm-clerical,golf,2/25/2015,Vehicle Theft,?,NY,Hillsdale,5650 Rock Ave,7,3600,400,400,2800,Honda,Civic,1999
19.08,41,378587,12/16/1998,OH,250/500,2000,1107.59,3000000,MALE,PhD,tech-support,chess,1/23/2015,Single Vehicle Collision,Side Collision,NY,Columbus,6888 Elm Ridge,23,62640,10440,10440,41760,Mercedes,C300,2009
15.00,36,420948,1/3/2015,IL,100/300,500,1272.46,0,MALE,College,prof-specialty,exercise,2/19/2015,Multi-vehicle Collision,Front Collision,NY,Northbrook,2352 Sky Drive,7,69630,12660,6330,50640,Toyota,Corolla,1998
15.67,33,457188,4/1/1994,IL,250/500,1000,1340.24,0,MALE,High School,protective-serv,chess,2/8/2015,Multi-vehicle Collision,Rear Collision,NY,Hillsdale,5280 Pine Ave,8,76010,13820,6910,55280,Dodge,RAM,1995
17.83,40,118236,8/15/2000,OH,100/300,1000,1648,0,MALE,JD,transport-moving,base-jumping,2/4/2015,Single Vehicle Collision,Rear Collision,WV,Northbrook,6638 Tree Drive,17,44220,8040,4020,32160,Accura,MDX,2000
14.83,38,987524,11/13/2014,IL,250/500,500,1381.14,0,FEMALE,College,other-service,camping,2/22/2015,Multi-vehicle Collision,Rear Collision,NY,Northbrook,5678 Lincoln Drive,10,57200,5200,10400,41600,BMW,M5,2011
4.58,35,490596,2/4/2011,IL,500/1000,500,1198.44,8000000,MALE,MD,priv-house-serv,polo,1/14/2015,Vehicle Theft,?,WV,Columbus,4496 Pine Lane,9,3080,560,560,1960,Nissan,Ultima,1998
7.50,31,524215,6/24/1990,OH,250/500,2000,951.27,0,FEMALE,PhD,other-service,hiking,1/6/2015,Single Vehicle Collision,Rear Collision,SC,Hillsdale,8845 5th Ave,2,75790,13780,6890,55120,Accura,RSX,2007
11.25,30,913464,1/21/2009,IN,500/1000,2000,1341.24,0,FEMALE,MD,farming-fishing,skydiving,1/19/2015,Multi-vehicle Collision,Rear Collision,WV,Riverwood,9317 Apache Ave,18,32670,5940,2970,23760,Honda,Accord,2003
23.08,46,398484,11/7/1992,IL,250/500,2000,1177.57,0,FEMALE,Associate,adm-clerical,video-games,1/24/2015,Vehicle Theft,?,VA,Arlington,8638 3rd Ave,4,3870,430,860,2580,Jeep,Wrangler,2010
17.58,38,752504,5/15/1997,IN,250/500,1000,1055.09,0,FEMALE,Masters,transport-moving,video-games,1/27/2015,Single Vehicle Collision,Front Collision,NY,Columbus,3061 Francis Hwy,12,91520,8320,16640,66560,BMW,X6,2005
13.00,32,449263,3/20/1992,IL,250/500,500,1479.48,0,MALE,Masters,prof-specialty,bungie-jumping,1/13/2015,Single Vehicle Collision,Front Collision,NY,Northbrook,1173 Andromedia Ave,15,74690,6790,13580,54320,Dodge,RAM,2008
7.00,30,844007,7/17/1995,IN,500/1000,2000,1827.38,0,MALE,Associate,priv-house-serv,polo,1/15/2015,Vehicle Theft,?,VA,Springfield,6068 2nd St,9,4620,420,840,3360,Audi,A5,1998
11.33,32,686522,12/27/2000,IN,100/300,500,1169.62,0,FEMALE,JD,sales,yachting,2/4/2015,Single Vehicle Collision,Side Collision,SC,Arlington,7937 Weaver Ridge,6,55000,10000,10000,35000,Toyota,Camry,2008
25.83,48,670142,8/6/1999,IN,100/300,500,1516.34,0,FEMALE,JD,adm-clerical,sleeping,1/4/2015,Multi-vehicle Collision,Rear Collision,SC,Springfield,2823 Weaver Lane,11,59400,13200,6600,39600,Saab,93,1996
10.25,34,607687,3/3/2007,OH,500/1000,2000,1270.21,0,FEMALE,College,sales,sleeping,1/14/2015,Multi-vehicle Collision,Side Collision,PA,Columbus,1809 Sky St,13,55260,6140,0,49120,Nissan,Ultima,2000
20.25,44,967713,12/25/1997,IL,250/500,500,809.11,0,MALE,JD,craft-repair,polo,1/27/2015,Multi-vehicle Collision,Side Collision,NC,Springfield,9352 Washington Ave,4,51400,5140,10280,35980,Honda,Civic,1996
3.00,37,291902,11/6/2013,IL,500/1000,1000,1115.81,0,FEMALE,Masters,machine-op-inspct,reading,2/12/2015,Multi-vehicle Collision,Side Collision,NY,Columbus,2697 Oak Drive,20,48780,5420,10840,32520,Dodge,Neon,2008
12.17,31,149839,9/21/1990,OH,100/300,1000,1457.65,5000000,FEMALE,College,armed-forces,camping,2/3/2015,Multi-vehicle Collision,Rear Collision,VA,Riverwood,1110 4th Drive,0,52380,5820,5820,40740,Toyota,Highlander,2010
12.83,34,840225,10/5/1999,OH,100/300,1000,1041.36,0,FEMALE,JD,priv-house-serv,cross-fit,1/26/2015,Multi-vehicle Collision,Side Collision,WV,Hillsdale,7535 5th Lane,18,74360,13520,13520,47320,Toyota,Highlander,2005
17.00,40,643226,4/7/1992,OH,250/500,1000,1693.83,7000000,MALE,High School,protective-serv,polo,1/9/2015,Single Vehicle Collision,Front Collision,NY,Northbrook,9043 Maple Hwy,6,53400,5340,5340,42720,Honda,CRV,2003
38.17,59,535879,3/5/2009,IN,100/300,1000,1685.69,0,FEMALE,High School,protective-serv,hiking,2/17/2015,Single Vehicle Collision,Front Collision,VA,Hillsdale,3777 Maple Ave,23,71800,14360,14360,43080,Jeep,Grand Cherokee,1995
12.25,31,746630,2/10/1997,IN,250/500,500,1054.92,6000000,FEMALE,PhD,prof-specialty,exercise,1/16/2015,Single Vehicle Collision,Front Collision,NY,Northbrook,5608 Solo St,4,68240,8530,0,59710,Toyota,Corolla,2013
23.25,45,598308,1/28/1992,IN,250/500,2000,1333.97,6000000,FEMALE,MD,other-service,bungie-jumping,1/12/2015,Multi-vehicle Collision,Rear Collision,SC,Arlington,6981 Weaver St,21,61050,11100,11100,38850,Dodge,RAM,2011
25.67,47,720356,9/16/2013,OH,100/300,1000,1013.61,6000000,FEMALE,Associate,craft-repair,movies,1/3/2015,Parked Car,?,NY,Springfield,4369 Maple Lane,7,5590,860,860,3870,Suburu,Impreza,2002
23.67,48,724752,5/16/2008,IL,500/1000,500,958.3,0,FEMALE,PhD,machine-op-inspct,exercise,1/22/2015,Multi-vehicle Collision,Side Collision,NY,Columbus,6931 Elm St,19,46860,8520,8520,29820,Volkswagen,Passat,1998
9.00,31,148498,1/4/2002,IN,250/500,2000,1112.04,6000000,FEMALE,PhD,other-service,base-jumping,1/13/2015,Parked Car,?,SC,Arlington,7583 Washington Ave,5,4290,780,780,2730,Volkswagen,Passat,1998
35.08,57,110122,4/2/2002,IN,250/500,2000,1206.26,0,FEMALE,Associate,armed-forces,bungie-jumping,1/31/2015,Multi-vehicle Collision,Front Collision,NC,Arlington,7552 3rd St,22,78500,15700,7850,54950,Audi,A3,2015
22.17,42,281388,7/16/1998,IL,500/1000,1000,763.67,0,MALE,Associate,prof-specialty,movies,2/4/2015,Single Vehicle Collision,Side Collision,SC,Northbrook,1654 Pine St,12,70830,7870,7870,55090,Jeep,Grand Cherokee,2005
34.33,56,728600,8/15/2002,IL,250/500,500,1042.56,0,MALE,High School,handlers-cleaners,yachting,1/20/2015,Multi-vehicle Collision,Front Collision,SC,Springfield,6058 Andromedia Hwy,19,68040,15120,7560,45360,Suburu,Forrestor,1997
2.58,32,231548,9/7/1999,IL,100/300,2000,1263.48,4000000,FEMALE,JD,other-service,hiking,2/7/2015,Single Vehicle Collision,Side Collision,WV,Hillsdale,6536 MLK Hwy,10,63600,5300,10600,47700,Audi,A5,1997
38.75,63,531160,1/12/2012,IL,250/500,500,1006.99,6000000,FEMALE,Masters,sales,board-games,2/5/2015,Single Vehicle Collision,Side Collision,WV,Columbus,8198 Embaracadero Lane,7,43560,4840,4840,33880,Suburu,Legacy,2015
10.50,31,889003,8/18/1996,OH,250/500,1000,1328.26,0,MALE,Masters,sales,exercise,1/2/2015,Single Vehicle Collision,Front Collision,WV,Hillsdale,3447 Solo Ave,17,60840,13520,6760,40560,Suburu,Forrestor,2011
33.92,55,193213,3/11/1996,OH,100/300,1000,1250.08,5000000,FEMALE,PhD,tech-support,bungie-jumping,2/8/2015,Multi-vehicle Collision,Side Collision,WV,Arlington,1806 Weaver Ridge,0,68160,11360,11360,45440,Ford,Escape,2010
8.42,27,557218,11/23/1997,IL,500/1000,500,982.7,6000000,FEMALE,College,transport-moving,video-games,1/13/2015,Parked Car,?,SC,Arlington,7930 Texas Ave,9,5170,940,470,3760,Toyota,Camry,2001
15.58,37,125591,8/8/2013,IN,500/1000,1000,1412.06,5000000,FEMALE,Masters,protective-serv,reading,1/16/2015,Single Vehicle Collision,Side Collision,NC,Riverwood,7082 Oak Ridge,21,57700,5770,5770,46160,Nissan,Maxima,2000
21.00,46,227244,11/30/1996,IN,500/1000,2000,1066.7,0,FEMALE,JD,handlers-cleaners,sleeping,1/30/2015,Multi-vehicle Collision,Front Collision,VA,Northbend,6357 Texas Lane,22,89520,14920,14920,59680,Audi,A3,2014
19.08,43,791425,6/18/1997,IN,250/500,2000,1585.54,0,MALE,High School,protective-serv,reading,2/26/2015,Vehicle Theft,?,WV,Hillsdale,9322 Rock Hwy,3,4620,420,840,3360,Volkswagen,Jetta,2012
20.50,39,354455,4/19/2007,IN,250/500,1000,1416.08,0,FEMALE,JD,craft-repair,yachting,1/27/2015,Single Vehicle Collision,Rear Collision,WV,Northbrook,6684 Solo Lane,16,45180,5020,5020,35140,Honda,CRV,2004
15.83,38,601042,9/19/2007,OH,250/500,500,1246.03,0,MALE,JD,craft-repair,movies,1/28/2015,Single Vehicle Collision,Side Collision,NY,Riverwood,4885 Oak Lane,14,45100,9020,4510,31570,Nissan,Maxima,2013
7.92,32,433663,12/21/1996,IN,500/1000,2000,1356.64,0,MALE,Masters,machine-op-inspct,golf,2/23/2015,Multi-vehicle Collision,Side Collision,SC,Springfield,7846 Andromedia Drive,21,83160,15120,15120,52920,Toyota,Camry,2003
17.08,42,471938,2/3/2008,IL,100/300,2000,1387.7,4000000,FEMALE,High School,priv-house-serv,skydiving,1/18/2015,Single Vehicle Collision,Rear Collision,WV,Columbus,3915 Embaracadero St,19,86130,15660,15660,54810,Chevrolet,Silverado,1995
3.42,25,564654,7/16/2003,OH,100/300,1000,1004.14,0,MALE,Masters,priv-house-serv,sleeping,2/15/2015,Multi-vehicle Collision,Front Collision,NC,Hillsdale,4242 Rock Lane,13,48000,9600,4800,33600,Dodge,RAM,1995
11.42,35,645723,5/5/1991,OH,500/1000,500,1107.07,0,FEMALE,High School,protective-serv,movies,2/4/2015,Vehicle Theft,?,VA,Hillsdale,7405 Oak St,21,3300,600,600,2100,Saab,92x,2008
16.17,34,573572,6/16/1991,IL,100/300,500,1429.96,0,FEMALE,JD,protective-serv,board-games,1/12/2015,Multi-vehicle Collision,Rear Collision,NY,Northbend,9633 4th St,11,57200,11440,5720,40040,Toyota,Camry,2005
10.67,35,437960,4/3/2001,IN,250/500,1000,1074.99,0,FEMALE,Associate,adm-clerical,bungie-jumping,1/2/2015,Vehicle Theft,?,VA,Columbus,3492 Britain St,16,7590,1380,690,5520,Accura,MDX,2012
12.50,37,649800,3/16/2014,OH,500/1000,1000,1007,0,FEMALE,PhD,transport-moving,board-games,1/27/2015,Single Vehicle Collision,Rear Collision,VA,Arlington,7973 4th St,9,80080,12320,12320,55440,Chevrolet,Silverado,2013
